PRODUCT_KEY,WAREHOUSE_KEY,ON_HAND_QTY,REORDER_POINT,SAFETY_STOCK,SNAPSHOT_DATE
PRD0001,WH06,36,224,143,01/06/2025
PRD0001,WH06,,,143,13-Jan-2025
PRD0001,WH06,65,224,143,20-Jan-2025
PRD0001,WH06,67,224,143,01/27/2025
PRD0001,WH06,105,224,143,2025-02-03
PRD0001,WH06,115,224,143,2025-02-10
PRD0001,WH06,132,224,143,2025-02-17
PRD0001,WH06,119,224,143,2025-02-24
PRD0001,WH06,129,224,143,2025/03/03
PRD0001,WH06,138,224,143,03/10/2025
PRD0001,WH06,143,224,143,2025-03-17
PRD0001,WH06,151,224,143,24-Mar-2025
PRD0001,WH06,135,224,143,03/31/2025
PRD0001,WH06,143,224,143,2025-04-07
PRD0001,WH06,144,224,143,2025-04-14
PRD0001,WH06,168,224,143,21-Apr-2025
PRD0001,WH06,168,224,,28-Apr-2025
PRD0001,WH06,157,224,143,2025/05/05
PRD0001,WH06,150,224,143,2025-05-12
PRD0001,WH06,124,224,143,2025-05-19
PRD0001,WH06,132,224,143,2025-05-26
PRD0001,WH06,129,,143,2025-06-02
PRD0001,WH06,133,224,143,2025-06-09
PRD0001,WH06,129,224,143,2025-06-16
PRD0001,WH06,120,224,143,2025-06-23
PRD0001,WH06,,224,143,2025-06-30
PRD0001,WH06,146,224,143,2025-07-07
PRD0001,WH06,151,224,143,2025-07-14
PRD0001,WH06,175,224,143,2025-07-21
PRD0001,WH06,185,224,143,2025-07-28
PRD0001,WH06,177,224,143,2025-08-04
PRD0001,WH06,166,224,143,2025-08-11
PRD0001,WH06,176,224,143,2025-08-18
PRD0001,WH06,171,224,143,2025-08-25
PRD0001,WH06,-25,224,143,2025-09-01
PRD0001,WH06,183,224,143,2025-09-08
PRD0001,WH06,212,,143,09/15/2025
PRD0001,WH06,220,224,143,2025/09/22
PRD0001,WH06,220,224,143,09/29/2025
PRD0001,WH06,228,224,143,2025-10-06
PRD0001,WH06,117,224,143,2025-10-13
PRD0001,WH06,124,224,143,2025/10/20
PRD0001,WH06,110,224,143,2025-10-27
PRD0001,WH06,56,224,143,2025-11-03
PRD0001,WH06,37,224,143,2025/11/10
PRD0001,WH06,0,224,143,2025-11-17
PRD0001,WH06,,224,143,11/24/2025
PRD0001,WH06,0,224,143,2025-12-01
PRD0001,WH06,0,224,143,
PRD0001,WH06,0,224,143,2025-12-15
PRD0001,WH06,0,224,143,12/22/2025
PRD0001,WH06,0,224,143,29-Dec-2025
PRD0002,WH04,430,216,136,2024-01-01
PRD0002,WH04,317,216,136,08-Jan-2024
PRD0002,WH04,187,216,136,15-Jan-2024
PRD0002,WH04,175,216,136,22-Jan-2024
PRD0002,WH04,181,216,136,2024-01-29
PRD0002,WH04,204,216,136,2024/02/05
PRD0002,WH04,187,216,136,02/12/2024
PRD0002,WH04,174,216,136,2024-02-19
PRD0002,WH04,194,216,136,2024-02-26
PRD0002,WH04,196,216,136,2024-03-04
PRD0002,WH04,181,216,136,2024-03-11
PRD0002,WH04,168,,136,03/18/2024
PRD0002,WH04,160,,136,2024-03-25
PRD0002,WH04,167,216,136,2024-04-01
PRD0002,WH04,154,216,136,2024-04-08
PRD0002,WH04,143,216,136,2024-04-15
PRD0002,WH04,149,216,136,2024-04-22
PRD0002,WH04,169,216,136,2024-04-29
PRD0002,WH04,158,216,136,2024/05/06
PRD0002,WH04,136,216,136,
PRD0002,WH04,123,216,136,2024-05-20
PRD0002,WH04,97,216,136,2024-05-27
PRD0002,WH04,98,216,136,2024-06-03
PRD0002,WH04,118,216,136,10-Jun-2024
PRD0002,WH04,132,216,136,2024-06-17
PRD0002,WH04,137,216,136,2024-06-24
PRD0002,WH04,125,216,136,2024-07-01
PRD0002,WH04,131,216,136,2024-07-08
PRD0002,WH04,149,216,136,2024-07-15
PRD0002,WH04,158,216,136,2024-07-22
PRD0002,WH04,156,216,136,2024/07/29
PRD0002,WH04,144,216,136,2024-08-05
PRD0002,WH04,172,216,136,2024-08-12
PRD0002,WH04,161,216,,2024-08-19
PRD0002,WH04,159,216,136,2024-08-26
PRD0002,WH04,169,216,136,2024/09/02
PRD0002,WH04,158,216,136,2024-09-09
PRD0002,WH04,160,216,136,2024-09-16
PRD0002,WH04,162,216,136,2024-09-23
PRD0002,WH04,172,216,136,2024-09-30
PRD0002,WH04,200,216,136,
PRD0002,WH04,187,216,,2024/10/14
PRD0002,WH04,187,216,136,2024-10-21
PRD0002,WH04,189,216,136,2024-10-28
PRD0002,WH04,166,216,136,2024-11-04
PRD0002,WH04,119,216,136,2024-11-11
PRD0002,WH04,53,216,136,2024-11-18
PRD0002,WH04,0,216,136,2024-11-25
PRD0002,WH04,0,216,136,2024-12-02
PRD0002,WH04,0,216,136,2024-12-09
PRD0002,WH04,0,,136,2024-12-16
PRD0002,WH04,0,216,136,12/23/2024
PRD0002,WH04,0,216,136,2024/12/30
PRD0002,WH04,8,,136,06-Jan-2025
PRD0002,WH04,0,216,136,2025-01-13
PRD0002,WH04,0,216,136,2025-01-20
PRD0002,WH04,34,216,136,2025-01-27
PRD0002,WH04,27,216,136,2025/02/03
PRD0002,WH04,47,216,136,2025-02-10
PRD0002,WH04,49,216,136,2025-02-17
PRD0002,WH04,54,216,136,2025-02-24
PRD0002,WH04,44,216,136,2025-03-03
PRD0002,WH04,35,216,136,03/10/2025
PRD0002,WH04,33,216,136,2025/03/17
PRD0002,WH04,23,216,136,2025-03-24
PRD0002,WH04,7,216,136,
PRD0002,WH04,26,216,136,2025-04-07
PRD0002,WH04,20,216,136,
PRD0002,WH04,13,216,136,
PRD0002,WH04,9,216,136,2025-04-28
PRD0002,WH04,27,216,136,2025-05-05
PRD0002,WH04,32,216,136,12-May-2025
PRD0002,WH04,31,216,136,2025-05-19
PRD0002,WH04,14,216,136,2025-05-26
PRD0002,WH04,0,216,,2025-06-02
PRD0002,WH04,0,216,136,2025/06/09
PRD0002,WH04,0,216,136,2025-06-16
PRD0002,WH04,18,216,136,2025/06/23
PRD0002,WH04,59,216,136,2025-06-30
PRD0002,WH04,63,216,136,2025-07-07
PRD0002,WH04,53,,136,2025-07-14
PRD0002,WH04,55,216,136,2025/07/21
PRD0002,WH04,86,216,136,2025-07-28
PRD0002,WH04,70,216,136,2025/08/04
PRD0002,WH04,82,216,136,2025/08/11
PRD0002,WH04,74,216,136,2025-08-18
PRD0002,WH04,64,216,136,25-Aug-2025
PRD0002,WH04,62,216,136,2025-09-01
PRD0002,WH04,55,216,136,2025-09-08
PRD0002,WH04,11,216,136,2025-09-15
PRD0002,WH04,29,216,136,22-Sep-2025
PRD0002,WH04,43,216,136,2025-09-29
PRD0002,WH04,58,216,136,2025-10-06
PRD0002,WH04,59,216,136,2025-10-13
PRD0002,WH04,62,216,136,2025-10-20
PRD0002,WH04,54,216,136,2025/10/27
PRD0002,WH04,12,216,136,2025/11/03
PRD0002,WH04,0,216,136,2025-11-10
PRD0002,WH04,0,216,136,2025-11-17
PRD0002,WH04,0,,136,2025-11-24
PRD0002,WH04,0,216,136,01-Dec-2025
PRD0002,WH04,0,216,136,2025-12-08
PRD0002,WH04,0,216,136,2025-12-15
PRD0002,WH04,0,216,,2025/12/22
PRD0002,WH04,0,216,136,2025-12-29
PRD0002,WH02,-25,360,,01-Jan-2024
PRD0002,WH02,388,360,225,01/08/2024
PRD0002,WH02,259,360,225,01/15/2024
PRD0002,WH02,249,360,225,22-Jan-2024
PRD0002,WH02,264,360,225,2024-01-29
PRD0002,WH02,276,360,225,2024-02-05
PRD0002,WH02,279,360,225,02/12/2024
PRD0002,WH02,290,360,225,2024-02-19
PRD0002,WH02,294,360,225,2024-02-26
PRD0002,WH02,296,360,225,2024-03-04
PRD0002,WH02,294,360,225,2024-03-11
PRD0002,WH02,281,360,225,2024-03-18
PRD0002,WH02,304,360,225,2024/03/25
PRD0002,WH02,310,360,225,2024-04-01
PRD0002,WH02,313,360,225,08-Apr-2024
PRD0002,WH02,321,360,225,15-Apr-2024
PRD0002,WH02,329,360,225,2024-04-22
PRD0002,WH02,,360,225,2024-04-29
PRD0002,WH02,359,360,225,2024-05-06
PRD0002,WH02,355,360,225,
PRD0002,WH02,358,360,225,2024-05-20
PRD0002,WH02,377,360,225,2024-05-27
PRD0002,WH02,264,360,225,2024-06-03
PRD0002,WH02,285,360,225,10-Jun-2024
PRD0002,WH02,286,360,225,2024-06-17
PRD0002,WH02,292,360,225,24-Jun-2024
PRD0002,WH02,278,360,225,07/01/2024
PRD0002,WH02,282,360,225,2024/07/08
PRD0002,WH02,291,360,225,07/15/2024
PRD0002,WH02,,360,225,2024-07-22
PRD0002,WH02,301,360,225,2024-07-29
PRD0002,WH02,291,360,225,05-Aug-2024
PRD0002,WH02,302,360,225,2024/08/12
PRD0002,WH02,,360,225,2024/08/19
PRD0002,WH02,302,360,225,26-Aug-2024
PRD0002,WH02,316,360,225,09/02/2024
PRD0002,WH02,294,360,225,2024-09-09
PRD0002,WH02,277,360,225,09/16/2024
PRD0002,WH02,276,360,225,2024-09-23
PRD0002,WH02,284,360,225,30-Sep-2024
PRD0002,WH02,268,360,225,2024-10-07
PRD0002,WH02,253,360,225,
PRD0002,WH02,,360,225,2024-10-21
PRD0002,WH02,266,360,225,2024-10-28
PRD0002,WH02,201,360,225,2024-11-04
PRD0002,WH02,160,360,225,11-Nov-2024
PRD0002,WH02,123,360,225,11/18/2024
PRD0002,WH02,68,360,225,25-Nov-2024
PRD0002,WH02,1,360,225,2024-12-02
PRD0002,WH02,0,360,,2024/12/09
PRD0002,WH02,0,360,225,2024-12-16
PRD0002,WH02,0,360,225,23-Dec-2024
PRD0002,WH02,0,360,225,2024-12-30
PRD0002,WH02,2,360,225,06-Jan-2025
PRD0002,WH02,5,360,225,2025-01-13
PRD0002,WH02,2,360,225,01/20/2025
PRD0002,WH02,8,360,225,01/27/2025
PRD0002,WH02,19,360,225,03-Feb-2025
PRD0002,WH02,7,360,225,2025-02-10
PRD0002,WH02,1,,225,2025-02-17
PRD0002,WH02,12,360,225,2025-02-24
PRD0002,WH02,13,360,225,2025-03-03
PRD0002,WH02,20,360,225,2025-03-10
PRD0002,WH02,43,360,225,2025-03-17
PRD0002,WH02,26,360,225,2025-03-24
PRD0002,WH02,31,360,225,2025-03-31
PRD0002,WH02,33,360,225,2025-04-07
PRD0002,WH02,34,360,225,2025-04-14
PRD0002,WH02,26,360,225,2025-04-21
PRD0002,WH02,25,360,225,2025-04-28
PRD0002,WH02,22,360,225,05-May-2025
PRD0002,WH02,26,360,225,2025-05-12
PRD0002,WH02,27,360,225,05/19/2025
PRD0002,WH02,8,,225,2025-05-26
PRD0002,WH02,0,360,225,2025-06-02
PRD0002,WH02,0,360,225,09-Jun-2025
PRD0002,WH02,0,360,225,2025-06-16
PRD0002,WH02,0,360,225,2025/06/23
PRD0002,WH02,11,360,225,2025-06-30
PRD0002,WH02,,360,225,2025-07-07
PRD0002,WH02,0,360,225,2025-07-14
PRD0002,WH02,1,360,225,21-Jul-2025
PRD0002,WH02,0,360,225,2025-07-28
PRD0002,WH02,31,360,225,2025-08-04
PRD0002,WH02,14,360,225,2025-08-11
PRD0002,WH02,8,360,225,08/18/2025
PRD0002,WH02,26,360,225,2025-08-25
PRD0002,WH02,27,360,225,01-Sep-2025
PRD0002,WH02,4,360,225,2025/09/08
PRD0002,WH02,0,360,225,2025-09-15
PRD0002,WH02,16,360,225,2025-09-22
PRD0002,WH02,6,360,225,2025-09-29
PRD0002,WH02,1,360,225,2025-10-06
PRD0002,WH02,6,360,225,2025/10/13
PRD0002,WH02,11,360,225,2025/10/20
PRD0002,WH02,30,360,225,2025/10/27
PRD0002,WH02,0,360,225,2025-11-03
PRD0002,WH02,0,360,225,2025-11-10
PRD0002,WH02,0,360,225,2025-11-17
PRD0002,WH02,0,360,225,2025-11-24
PRD0002,WH02,,360,225,2025-12-01
PRD0002,WH02,0,360,225,2025/12/08
PRD0002,WH02,0,360,225,2025-12-15
PRD0002,WH02,0,360,225,2025-12-22
PRD0002,WH02,0,360,225,12/29/2025
PRD0003,WH05,157,109,72,2024-01-01
PRD0003,WH05,99,109,72,2024-01-08
PRD0003,WH05,110,109,72,01/15/2024
PRD0003,WH05,63,109,72,2024-01-22
PRD0003,WH05,73,109,72,29-Jan-2024
PRD0003,WH05,69,109,72,2024-02-05
PRD0003,WH05,81,109,72,2024-02-12
PRD0003,WH05,76,109,72,19-Feb-2024
PRD0003,WH05,59,109,72,2024-02-26
PRD0003,WH05,62,,72,2024-03-04
PRD0003,WH05,70,109,72,2024-03-11
PRD0003,WH05,59,109,72,2024-03-18
PRD0003,WH05,63,109,72,2024-03-25
PRD0003,WH05,49,109,72,2024-04-01
PRD0003,WH05,,109,72,08-Apr-2024
PRD0003,WH05,47,109,72,2024-04-15
PRD0003,WH05,55,109,72,2024-04-22
PRD0003,WH05,60,109,72,2024-04-29
PRD0003,WH05,68,109,72,05/06/2024
PRD0003,WH05,68,109,72,2024-05-13
PRD0003,WH05,56,109,72,2024-05-20
PRD0003,WH05,54,109,72,2024-05-27
PRD0003,WH05,52,,72,2024-06-03
PRD0003,WH05,55,109,72,2024-06-10
PRD0003,WH05,51,109,72,2024-06-17
PRD0003,WH05,53,109,72,2024/06/24
PRD0003,WH05,38,,72,2024-07-01
PRD0003,WH05,29,109,72,2024-07-08
PRD0003,WH05,17,109,72,2024-07-15
PRD0003,WH05,40,109,72,2024-07-22
PRD0003,WH05,34,109,72,2024-07-29
PRD0003,WH05,45,109,72,2024-08-05
PRD0003,WH05,34,109,72,2024-08-12
PRD0003,WH05,31,109,72,2024-08-19
PRD0003,WH05,50,109,72,2024-08-26
PRD0003,WH05,48,109,72,2024-09-02
PRD0003,WH05,49,109,72,09-Sep-2024
PRD0003,WH05,43,109,72,09/16/2024
PRD0003,WH05,32,109,72,2024/09/23
PRD0003,WH05,29,109,72,09/30/2024
PRD0003,WH05,46,109,72,10/07/2024
PRD0003,WH05,43,109,72,10/14/2024
PRD0003,WH05,30,109,72,21-Oct-2024
PRD0003,WH05,24,109,72,28-Oct-2024
PRD0003,WH05,6,109,72,2024-11-04
PRD0003,WH05,0,109,72,2024-11-11
PRD0003,WH05,0,109,72,11/18/2024
PRD0003,WH05,0,109,72,2024-11-25
PRD0003,WH05,0,109,72,2024-12-02
PRD0003,WH05,0,109,,12/09/2024
PRD0003,WH05,0,109,,12/16/2024
PRD0003,WH05,0,109,72,12/23/2024
PRD0003,WH05,,109,72,2024/12/30
PRD0003,WH05,0,109,72,01/06/2025
PRD0003,WH05,19,109,72,2025-01-13
PRD0003,WH05,17,109,72,2025-01-20
PRD0003,WH05,36,109,72,27-Jan-2025
PRD0003,WH05,41,109,72,2025-02-03
PRD0003,WH05,45,109,72,2025-02-10
PRD0003,WH05,61,109,72,2025-02-17
PRD0003,WH05,66,,72,2025-02-24
PRD0003,WH05,39,109,72,2025-03-03
PRD0003,WH05,41,109,72,2025-03-10
PRD0003,WH05,30,109,72,2025-03-17
PRD0003,WH05,,109,72,2025-03-24
PRD0003,WH05,30,109,72,
PRD0003,WH05,21,109,72,2025-04-07
PRD0003,WH05,27,109,72,04/14/2025
PRD0003,WH05,45,109,72,
PRD0003,WH05,49,109,72,2025-04-28
PRD0003,WH05,49,109,72,2025-05-05
PRD0003,WH05,65,109,72,
PRD0003,WH05,66,109,72,2025-05-19
PRD0003,WH05,60,109,72,2025-05-26
PRD0003,WH05,65,109,72,2025-06-02
PRD0003,WH05,78,109,72,2025/06/09
PRD0003,WH05,79,109,72,2025-06-16
PRD0003,WH05,70,109,72,
PRD0003,WH05,84,109,72,2025-06-30
PRD0003,WH05,92,109,72,2025/07/07
PRD0003,WH05,88,109,72,07/14/2025
