SO_ID,CUSTOMER_KEY,PRODUCT_KEY,WAREHOUSE_KEY,SHIP_MODE_KEY,ORDER_DATE_KEY,SHIP_DATE_KEY,PROMISED_DATE_KEY,DELIVERY_DATE_KEY,ORDER_QTY,SHIPPED_QTY,FREIGHT_COST,REVENUE
SO0000032,CUST0139,PRD0030,WH06,SM3,20240316,20240318,20240327,20240324,109,109,190.69,9486.27
SO0000033,CUST0004,PRD0031,WH06,SM1,20241223,20241225,20241230,20241228,294,294,1492.65,27941.76
SO0000034,CUST0061,PRD0037,WH04,SM2,20240404,20240406,20240508,20240505,285,285,225.77,194409.9
SO0000035,CUST0142,PRD0007,WH04,SM3,20240513,20240515,20240524,20240523,286,278,425.72,9691.08
SO0000036,CUST0033,PRD0005,WH04,SM1,20251121,20251124,20251129,20251126,91,80,364.7,37773.6
SO0000037,CUST0079,PRD0004,WH02,SM2,20240915,20240916,20241018,20241016,251,251,205.11,7996.86
SO0000038,CUST0199,PRD0014,WH04,SM3,20250905,20250908,20250917,20250915,72,72,127.85,5605.92
SO0000039,CUST0085,PRD0077,WH06,SM1,20250801,20250802,20250807,20250806,15,15,54.51,2193.6
SO0000040,CUST0050,PRD0037,WH04,SM4,20250508,20250511,20250525,20250522,189,189,166.3,128924.46
SO0000041,CUST0129,PRD0058,WH03,SM4,20241117,20241118,20241202,20241130,52,52,60.18,24540.88
SO0000042,CUST0178,PRD0022,WH06,SM1,20250804,20250806,20250811,20250815,188,188,968.73,94270.72
SO0000043,CUST0121,PRD0067,WH04,SM3,20250803,20250805,20250814,20250811,233,233,424.5,31331.51
SO0000044,CUST0169,PRD0056,WH06,SM2,20240527,20240530,20240701,20240629,234,196,129.95,32596.76
SO0000045,CUST0157,PRD0019,WH01,SM3,20240802,20240803,20240812,20240811,124,124,180.65,68113.2
SO0000046,CUST0003,PRD0036,WH01,SM2,20241122,20241124,20241226,20241224,189,189,189.05,8928.36
SO0000047,CUST0122,PRD0017,WH01,SM2,20250921,20250923,20251025,20251022,223,223,201.32,88401.66
SO0000048,CUST0149,PRD0061,WH01,SM1,20240701,20240702,20240707,20240704,269,269,1054.87,23343.82
SO0000049,CUST0197,PRD0058,WH02,SM3,20241116,20241118,20241127,20241126,99,99,169.56,46722.06
SO0000050,CUST0015,PRD0076,WH03,SM1,20241003,20241004,20241009,20241008,144,144,578.19,87289.92
SO0000051,CUST0185,PRD0063,WH05,SM3,20250317,20250318,20250327,20250324,86,86,147.8,22352.26
SO0000052,CUST0169,PRD0026,WH06,SM3,20250126,20250128,20250206,20250204,224,224,318.26,120321.6
SO0000053,CUST0075,PRD0051,WH05,SM1,20250410,20250413,20250418,20250415,193,193,982.99,22679.43
SO0000054,CUST0021,PRD0016,WH02,SM1,20240613,20240615,20240620,20240619,90,90,392.18,29126.7
SO0000055,CUST0065,PRD0022,WH04,SM3,20250108,20250109,20250118,20250129,127,127,165.95,63682.88
SO0000056,CUST0041,PRD0031,WH06,SM3,20240607,20240610,20240619,20240617,25,25,37.28,2376.0
SO0000057,CUST0146,PRD0064,WH06,SM2,20241128,20241130,20250101,20241231,150,150,144.24,13860.0
SO0000058,CUST0132,PRD0026,WH04,SM2,20251016,20251017,20251118,20251117,275,275,218.61,147716.25
SO0000059,CUST0054,PRD0072,WH03,SM1,20241220,20241222,20241227,20250106,110,110,421.8,12402.5
SO0000060,CUST0127,PRD0074,WH01,SM1,20241031,20241103,20241108,20241106,83,83,425.2,9616.38
SO0000061,CUST0092,PRD0019,WH05,SM1,20250409,20250411,20250416,20250422,115,115,588.22,63169.5
SO0000062,CUST0072,PRD0038,WH02,SM4,20241203,20241204,20241218,20241215,271,259,212.31,117718.09
SO0000063,CUST0149,PRD0008,WH01,SM2,20250529,20250601,20250703,20250701,231,231,201.09,127045.38
SO0000064,CUST0007,PRD0034,WH05,SM3,20250621,20250622,20250701,20250706,288,288,350.31,48332.16
SO0000065,CUST0029,PRD0080,WH01,SM4,20250528,20250529,20250612,20250615,109,109,122.6,55261.91
SO0000066,CUST0021,PRD0014,WH04,SM3,20241208,20241209,20241218,20241226,64,64,112.07,4983.04
SO0000067,CUST0073,PRD0002,WH04,SM4,20240807,20240810,20240824,20240823,30,30,29.06,11628.6
SO0000068,CUST0052,PRD0006,WH04,SM2,20250511,20250514,20250615,20250613,42,42,40.45,12400.08
SO0000069,CUST0094,PRD0067,WH02,SM1,20240124,20240126,20240131,20240202,180,180,830.38,24204.6
SO0000070,CUST0084,PRD0044,WH06,SM2,20250820,20250823,20250924,20250923,162,145,141.77,56555.8
SO0000071,CUST0046,PRD0007,WH04,SM1,20250903,20250905,20250910,20250918,55,55,282.53,1917.3
SO0000072,CUST0179,PRD0023,WH03,SM4,20241103,20241104,20241118,20241117,119,119,99.51,10242.33
SO0000073,CUST0115,PRD0055,WH02,SM3,20240926,20240929,20241008,20241016,10,10,16.16,3962.6
SO0000074,CUST0054,PRD0041,WH01,SM3,20240518,20240519,20240528,20240526,43,43,75.12,10222.82
SO0000075,CUST0157,PRD0075,WH04,SM2,20250820,20250821,20250922,20250920,164,164,154.28,51976.52
SO0000076,CUST0147,PRD0061,WH03,SM1,20240129,20240130,20240204,20240201,144,144,551.66,12496.32
SO0000077,CUST0041,PRD0044,WH06,SM1,20241111,20241114,20241119,20241117,257,257,1279.71,100240.28
SO0000078,CUST0057,PRD0041,WH02,SM1,20241224,20241225,20241230,20241228,153,153,791.17,36374.22
SO0000079,CUST0163,PRD0042,WH01,SM3,20241112,20241114,20241123,20241122,218,218,408.24,43837.62
SO0000080,CUST0198,PRD0017,WH04,SM4,20250818,20250820,20250903,20250901,282,282,356.59,111790.44
SO0000081,CUST0015,PRD0004,WH02,SM1,20240427,20240430,20240505,20240504,289,289,1408.92,9207.54
SO0000082,CUST0027,PRD0077,WH06,SM3,20240827,20240828,20240906,20240903,45,45,82.4,6580.8
SO0000083,CUST0188,PRD0064,WH06,SM2,20250611,20250612,20250714,20250713,260,260,229.71,24024.0
SO0000084,CUST0091,PRD0046,WH03,SM1,20240611,20240614,20240619,20240618,79,79,335.41,11419.45
SO0000085,CUST0054,PRD0047,WH04,SM3,20240812,20240814,20240823,20240821,292,292,465.29,94873.72
SO0000086,CUST0085,PRD0025,WH01,SM3,20250905,20250907,20250916,20250915,187,187,267.71,46903.34
SO0000087,CUST0055,PRD0071,WH03,SM4,20240522,20240524,20240607,20240605,283,283,340.68,149463.62
SO0000088,CUST0082,PRD0044,WH05,SM4,20240110,20240112,20240126,20240124,258,258,230.03,100630.32
SO0000089,CUST0115,PRD0014,WH04,SM3,20240506,20240508,20240517,20240526,210,210,367.64,16350.6
SO0000090,CUST0023,PRD0053,WH01,SM3,20250127,20250129,20250207,20250206,135,135,217.43,60573.15
SO0000091,CUST0045,PRD0031,WH01,SM1,20240227,20240229,20240305,20240303,247,247,1041.36,23474.88
SO0000092,CUST0119,PRD0076,WH03,SM1,20250921,20250923,20250928,20251009,125,125,512.7,75772.5
SO0000093,CUST0160,PRD0075,WH06,SM1,20240912,20240913,20240918,20240915,217,217,961.53,68773.81
SO0000094,CUST0112,PRD0060,WH05,SM4,20250103,20250105,20250119,20250117,223,223,234.61,112664.06
SO0000095,CUST0138,PRD0069,WH05,SM4,20250126,20250128,20250211,20250210,289,289,361.34,12065.75
SO0000096,CUST0119,PRD0010,WH01,SM1,20250113,20250114,20250119,20250117,278,278,903.92,20413.54
SO0000097,CUST0158,PRD0021,WH04,SM3,20250924,20250926,20251005,20251003,45,45,87.58,14413.5
SO0000098,CUST0130,PRD0014,WH04,SM4,20250826,20250828,20250911,20250921,296,296,376.87,23046.56
SO0000099,CUST0177,PRD0034,WH03,SM2,20250227,20250302,20250403,20250331,212,212,136.71,35577.84
SO0000100,CUST0180,PRD0023,WH06,SM2,20240301,20240304,20240405,20240403,81,81,52.58,6971.67
SO0000101,CUST0069,PRD0070,WH04,SM2,20240309,20240310,20240411,20240408,286,286,203.37,125359.52
SO0000102,CUST0165,PRD0049,WH04,SM4,20250528,20250530,20250613,20250611,36,36,35.35,15163.56
SO0000103,CUST0197,PRD0034,WH03,SM3,20250206,20250209,20250218,20250215,142,142,215.86,23830.44
SO0000104,CUST0023,PRD0038,WH04,SM2,20251015,20251018,20251119,20251124,215,215,145.49,97719.65
SO0000105,CUST0008,PRD0076,WH04,SM4,20240310,20240313,20240327,20240324,71,71,56.99,43038.78
SO0000106,CUST0005,PRD0059,WH06,SM1,20250425,20250426,20250501,20250430,286,286,1096.85,83077.28
SO0000107,CUST0177,PRD0075,WH06,SM2,20241123,20241124,20241226,20241223,275,275,177.91,87155.75
SO0000108,CUST0103,PRD0058,WH02,SM3,20240513,20240516,20240525,20240602,111,82,99.14,38699.08
SO0000109,CUST0021,PRD0020,WH01,SM2,20241116,20241119,20241221,20241227,14,14,13.33,5219.34
SO0000110,CUST0198,PRD0012,WH04,SM3,20240215,20240216,20240225,20240224,85,85,130.97,10565.5
SO0000111,CUST0071,PRD0009,WH05,SM3,20240320,20240321,20240330,20240329,57,57,81.6,12960.09
SO0000112,CUST0182,PRD0019,WH05,SM4,20250319,20250322,20250405,20250402,248,248,268.63,136226.4
SO0000113,CUST0078,PRD0008,WH03,SM3,20241209,20241212,20241221,20241218,249,249,315.31,136945.02
SO0000114,CUST0078,PRD0003,WH05,SM3,20250312,20250314,20250323,20250320,126,126,161.36,51331.14
SO0000115,CUST0031,PRD0007,WH04,SM2,20250318,20250321,20250422,20250426,203,203,187.6,7076.58
SO0000116,CUST0101,PRD0026,WH06,SM4,20251030,20251101,20251115,20251113,294,294,360.35,157922.1
SO0000117,CUST0142,PRD0063,WH04,SM3,20240124,20240127,20240205,20240214,244,244,454.06,63418.04
SO0000118,CUST0021,PRD0030,WH06,SM3,20240824,20240827,20240905,20240903,127,127,227.61,11052.81
SO0000119,CUST0020,PRD0023,WH04,SM4,20250301,20250302,20250316,20250314,103,103,131.18,8865.21
SO0000120,CUST0088,PRD0001,WH01,SM4,20250518,20250520,20250603,20250601,120,120,130.93,57774.0
SO0000121,CUST0031,PRD0079,WH01,SM4,20240229,20240301,20240315,20240312,28,28,27.6,5645.92
SO0000122,CUST0127,PRD0046,WH04,SM2,20240926,20240928,20241030,20241028,172,172,111.97,24862.6
SO0000123,CUST0178,PRD0077,WH04,SM4,20241229,20241231,20250114,20250117,50,50,60.43,7312.0
SO0000124,CUST0028,PRD0049,WH04,SM1,20241216,20241218,20241223,20241221,96,96,410.19,40436.16
SO0000125,CUST0101,PRD0075,WH06,SM1,20251012,20251015,20251020,20251017,284,284,1456.22,90008.12
SO0000126,CUST0009,PRD0053,WH06,SM1,20251113,20251116,20251121,20251201,165,165,784.53,74033.85
SO0000127,CUST0102,PRD0069,WH06,SM4,20241230,20250102,20250116,20250114,151,151,126.15,6304.25
SO0000128,CUST0094,PRD0025,WH01,SM3,20240530,20240531,20240609,20240608,104,104,201.37,26085.28
SO0000129,CUST0059,PRD0066,WH04,SM4,20241208,20241209,20241223,20241221,162,162,148.85,55507.68
SO0000130,CUST0166,PRD0001,WH06,SM2,20250919,20250922,20251024,20251022,141,141,133.03,67884.45
SO0000131,CUST0032,PRD0018,WH04,SM4,20241211,20241212,20241226,20241225,149,149,153.19,34903.25
SO0000132,CUST0070,PRD0080,WH04,SM3,20241001,20241004,20241013,20241010,69,69,132.11,34982.31
SO0000133,CUST0158,PRD0024,WH05,SM4,20240731,20240802,20240816,20240815,20,20,18.01,7057.4
SO0000134,CUST0036,PRD0055,WH05,SM3,20240313,20240315,20240324,20240321,166,166,241.01,65779.16
SO0000135,CUST0126,PRD0032,WH06,SM4,20241206,20241207,20241221,20241220,111,111,129.47,25948.47
SO0000136,CUST0132,PRD0041,WH01,SM1,20250417,20250420,20250425,20250423,114,114,553.49,27102.36
SO0000137,CUST0078,PRD0070,WH03,SM2,20240102,20240103,20240204,20240202,247,247,239.86,108265.04
SO0000138,CUST0162,PRD0022,WH04,SM4,20240131,20240201,20240215,20240214,80,80,100.96,40115.2
SO0000139,CUST0015,PRD0008,WH04,SM2,20241011,20241013,20241114,20241113,233,233,200.52,128145.34
SO0000140,CUST0039,PRD0027,WH02,SM4,20240724,20240727,20240810,20240807,85,66,68.34,35221.56
SO0000141,CUST0037,PRD0031,WH03,SM3,20251120,20251123,20251202,20251129,257,257,321.49,24425.28
SO0000142,CUST0187,PRD0031,WH01,SM3,20241026,20241028,20241106,20241103,155,155,259.33,14731.2
SO0000143,CUST0042,PRD0026,WH04,SM2,20241215,20241218,20250119,20250117,80,80,77.2,42972.0
SO0000144,CUST0023,PRD0020,WH03,SM3,20251006,20251009,20251018,20251016,286,286,415.71,106623.66
SO0000145,CUST0096,PRD0061,WH03,SM4,20250411,20250412,20250426,20250423,197,197,175.87,17095.66
SO0000146,CUST0069,PRD0021,WH04,SM1,20250505,20250508,20250513,20250517,69,69,268.35,22100.7
SO0000147,CUST0111,PRD0016,WH06,SM1,20241119,20241120,20241125,20241202,124,124,402.3,40130.12
SO0000148,CUST0047,PRD0034,WH03,SM1,20241003,20241004,20241009,20241007,40,40,173.66,6712.8
SO0000149,CUST0182,PRD0033,WH06,SM3,20250924,20250927,20251006,20251003,235,235,425.2,102492.9
SO0000150,CUST0127,PRD0030,WH02,SM3,20241104,20241105,20241114,20241112,95,86,111.96,7484.58
SO0000151,CUST0024,PRD0038,WH02,SM1,20240401,20240402,20240407,20240405,93,93,422.7,42269.43
SO0000152,CUST0122,PRD0005,WH04,SM1,20240407,20240409,20240414,20240412,295,295,1121.3,139290.15
SO0000153,CUST0051,PRD0058,WH03,SM4,20251120,20251123,20251207,20251205,192,192,247.64,90612.48
SO0000154,CUST0056,PRD0012,WH04,SM4,20250706,20250709,20250723,20250720,73,67,85.74,8328.1
SO0000155,CUST0063,PRD0002,WH04,SM3,20250105,20250107,20250116,20250113,52,52,67.53,20156.24
SO0000156,CUST0095,PRD0002,WH04,SM2,20250225,20250228,20250401,20250329,53,53,38.21,20543.86
SO0000157,CUST0191,PRD0054,WH06,SM2,20240622,20240625,20240727,20240724,248,248,221.12,16496.96
SO0000158,CUST0116,PRD0023,WH04,SM1,20250508,20250511,20250516,20250519,120,120,614.31,10328.4
SO0000159,CUST0169,PRD0077,WH04,SM2,20250901,20250902,20251004,20251002,297,297,308.01,43433.28
SO0000160,CUST0023,PRD0043,WH04,SM1,20240107,20240109,20240114,20240112,215,215,805.31,150708.55
SO0000161,CUST0121,PRD0021,WH02,SM4,20240425,20240428,20240512,20240511,218,218,245.06,69825.4
SO0000162,CUST0063,PRD0068,WH04,SM4,20251114,20251115,20251129,20251127,227,227,229.72,138799.15
SO0000163,CUST0034,PRD0004,WH05,SM4,20251108,20251110,20251124,20251122,195,195,253.17,6212.7
SO0000164,CUST0039,PRD0050,WH04,SM3,20250604,20250607,20250616,20250614,293,293,447.11,50299.31
SO0000165,CUST0021,PRD0067,WH02,SM1,20240208,20240210,20240215,20240223,280,280,1263.7,37651.6
SO0000166,CUST0098,PRD0034,WH03,SM3,20250620,20250623,20250702,20250630,46,46,59.29,7719.72
SO0000167,CUST0170,PRD0070,WH03,SM4,20240413,20240415,20240429,20240427,77,77,62.23,33750.64
SO0000168,CUST0176,PRD0028,WH01,SM1,20250415,20250416,20250421,20250420,259,259,877.39,83535.27
SO0000169,CUST0109,PRD0019,WH04,SM4,20240212,20240215,20240229,20240227,100,83,75.26,45591.9
SO0000170,CUST0037,PRD0080,WH04,SM4,20240412,20240414,20240428,20240426,296,296,324.56,150069.04
SO0000171,CUST0037,PRD0079,WH01,SM1,20250715,20250717,20250722,20250719,32,30,143.75,6049.2
SO0000172,CUST0080,PRD0063,WH04,SM1,20241227,20241230,20250104,20250102,21,21,69.96,5458.11
SO0000173,CUST0066,PRD0013,WH04,SM4,20240623,20240626,20240710,20240707,287,287,358.54,64270.78
SO0000174,CUST0112,PRD0046,WH04,SM2,20241101,20241102,20241204,20241201,119,119,83.23,17201.45
SO0000175,CUST0113,PRD0063,WH05,SM3,20250122,20250125,20250203,20250201,44,44,59.53,11436.04
SO0000176,CUST0173,PRD0028,WH02,SM1,20240407,20240410,20240415,20240412,66,41,154.81,13223.73
SO0000177,CUST0101,PRD0055,WH02,SM2,20240604,20240605,20240707,20240705,283,257,188.1,101838.82
SO0000178,CUST0102,PRD0025,WH01,SM3,20250405,20250406,20250415,20250414,156,156,258.14,39127.92
SO0000179,CUST0037,PRD0072,WH03,SM2,20250830,20250902,20251004,20251002,182,182,186.05,20520.5
SO0000180,CUST0139,PRD0005,WH04,SM3,20241101,20241103,20241112,20241111,167,167,270.14,78852.39
SO0000181,CUST0066,PRD0077,WH04,SM1,20250913,20250914,20250919,20250916,156,156,550.56,22813.44
SO0000182,CUST0199,PRD0069,WH05,SM4,20240918,20240919,20241003,20241002,110,110,106.5,4592.5
SO0000183,CUST0146,PRD0076,WH03,SM2,20250918,20250920,20251022,20251019,140,140,137.61,84865.2
SO0000184,CUST0001,PRD0007,WH04,SM2,20241015,20241018,20241119,20241116,176,176,125.6,6135.36
SO0000185,CUST0070,PRD0008,WH01,SM4,20241120,20241123,20241207,20241204,283,283,284.68,155644.34
SO0000186,CUST0003,PRD0018,WH01,SM3,20240402,20240403,20240412,20240419,39,39,48.05,9135.75
SO0000187,CUST0180,PRD0054,WH06,SM4,20241220,20241221,20250104,20250101,105,98,103.77,6518.96
SO0000188,CUST0035,PRD0044,WH06,SM4,20251107,20251108,20251122,20251121,23,23,24.85,8970.92
SO0000189,CUST0197,PRD0041,WH01,SM1,20240909,20240911,20240916,20240913,260,260,896.28,61812.4
SO0000190,CUST0106,PRD0059,WH06,SM2,20250415,20250417,20250519,20250517,130,130,120.42,37762.4
SO0000191,CUST0198,PRD0038,WH04,SM3,20251021,20251024,20251102,20251101,270,270,403.62,122717.7
SO0000192,CUST0093,PRD0069,WH06,SM2,20250406,20250408,20250510,20250507,135,135,99.34,5636.25
SO0000193,CUST0093,PRD0048,WH01,SM2,20241225,20241228,20250129,20250128,132,132,100.61,66242.88
SO0000194,CUST0090,PRD0054,WH06,SM4,20251116,20251118,20251202,20251201,269,269,220.08,17893.88
SO0000195,CUST0030,PRD0027,WH06,SM3,20240527,20240529,20240607,20240605,89,89,164.81,47495.74
SO0000196,CUST0111,PRD0030,WH06,SM1,20240123,20240124,20240129,20240128,222,222,1128.39,19320.66
SO0000197,CUST0140,PRD0031,WH06,SM3,20250105,20250107,20250116,20250113,185,155,291.59,14731.2
SO0000198,CUST0082,PRD0071,WH03,SM4,20240807,20240809,20240823,20240822,129,129,149.81,68130.06
SO0000199,CUST0150,PRD0037,WH04,SM1,20250301,20250303,20250308,20250305,48,48,172.65,32742.72
SO0000200,CUST0114,PRD0078,WH01,SM1,20240119,20240120,20240125,20240123,167,167,759.08,69450.29
SO0000201,CUST0066,PRD0076,WH04,SM1,20240720,20240721,20240726,20240723,59,59,285.37,35764.62
SO0000202,CUST0133,PRD0037,WH04,SM2,20250503,20250505,20250606,20250615,152,152,108.84,103685.28
SO0000203,CUST0169,PRD0080,WH01,SM4,20251021,20251024,20251107,20251104,282,282,306.26,142971.18
SO0000204,CUST0139,PRD0049,WH05,SM2,20240930,20241001,20241102,20241108,51,51,42.53,21481.71
SO0000205,CUST0174,PRD0016,WH06,SM1,20240514,20240515,20240520,20240519,252,252,1198.36,81554.76
SO0000206,CUST0169,PRD0018,WH01,SM4,20241228,20241230,20250113,20250110,293,274,245.91,64184.5
SO0000207,CUST0180,PRD0019,WH01,SM1,20240722,20240724,20240729,20240728,61,61,268.87,33507.3
SO0000208,CUST0030,PRD0019,WH04,SM3,20250508,20250509,20250518,20250515,292,292,402.05,160395.6
SO0000209,CUST0161,PRD0055,WH02,SM3,20240303,20240306,20240315,20240326,144,144,205.55,57061.44
SO0000210,CUST0052,PRD0072,WH02,SM1,20240620,20240623,20240628,20240706,186,186,889.14,20971.5
SO0000211,CUST0069,PRD0051,WH05,SM3,20250129,20250201,20250210,20250209,271,271,408.3,31845.21
SO0000212,CUST0185,PRD0046,WH03,SM2,20240513,20240514,20240615,20240612,25,25,18.75,3613.75
SO0000213,CUST0037,PRD0029,WH02,SM2,20240720,20240722,20240823,20240822,77,77,52.01,8801.1
SO0000214,CUST0125,PRD0062,WH06,SM3,20250405,20250406,20250415,20250412,39,39,53.5,12852.06
SO0000215,CUST0065,PRD0004,WH05,SM2,20241203,20241204,20250105,20250103,81,81,57.78,2580.66
SO0000216,CUST0069,PRD0009,WH01,SM2,20240911,20240912,20241014,20241013,220,220,223.37,50021.4
SO0000217,CUST0136,PRD0033,WH01,SM2,20240228,20240302,20240403,20240331,273,273,242.71,119066.22
SO0000218,CUST0142,PRD0071,WH05,SM3,20250508,20250509,20250518,20250515,207,207,364.31,109324.98
SO0000219,CUST0004,PRD0046,WH04,SM2,20250607,20250610,20250712,20250711,14,14,9.98,2023.7
SO0000220,CUST0110,PRD0043,WH02,SM1,20240305,20240306,20240311,20240319,237,136,619.22,95331.92
SO0000221,CUST0070,PRD0057,WH04,SM4,20240325,20240328,20240411,20240408,33,33,26.78,3886.41
SO0000222,CUST0099,PRD0008,WH01,SM4,20241030,20241101,20241115,20241114,152,152,145.85,83596.96
SO0000223,CUST0151,PRD0063,WH04,SM4,20240808,20240811,20240825,20240822,243,231,284.3,60039.21
SO0000224,CUST0058,PRD0043,WH04,SM1,20251021,20251023,20251028,20251027,239,239,1193.81,167531.83
SO0000225,CUST0019,PRD0037,WH04,SM1,20250729,20250731,20250805,20250804,58,58,263.92,39564.12
SO0000226,CUST0007,PRD0009,WH01,SM4,20241115,20241117,20241201,20241129,39,39,36.36,8867.43
SO0000227,CUST0130,PRD0014,WH04,SM1,20250610,20250613,20250618,20250617,149,149,699.96,11601.14
SO0000228,CUST0022,PRD0047,WH03,SM2,20240829,20240831,20241002,20241001,139,139,130.87,45162.49
SO0000229,CUST0010,PRD0055,WH02,SM1,20251029,20251030,20251104,20251115,227,227,730.11,89951.02
SO0000230,CUST0051,PRD0019,WH01,SM3,20240630,20240703,20240712,20240710,136,136,246.12,74704.8
SO0000231,CUST0172,PRD0033,WH06,SM4,20250813,20250816,20250830,20250827,130,130,160.57,56698.2
SO0000232,CUST0161,PRD0069,WH05,SM2,20241118,20241119,20241221,20241218,228,228,157.8,9519.0
SO0000233,CUST0104,PRD0072,WH02,SM2,20240906,20240909,20241011,20241009,121,90,57.86,10147.5
SO0000234,CUST0192,PRD0026,WH06,SM4,20250530,20250601,20250615,20250614,206,206,218.32,110652.9
SO0000235,CUST0184,PRD0028,WH01,SM1,20240121,20240124,20240129,20240128,5,4,15.2,1290.12
SO0000236,CUST0126,PRD0055,WH05,SM3,20251008,20251009,20251018,20251016,56,56,72.78,22190.56
SO0000237,CUST0171,PRD0030,WH06,SM1,20241211,20241212,20241217,20241219,227,227,1129.08,19755.81
SO0000238,CUST0065,PRD0043,WH02,SM2,20250202,20250204,20250308,20250307,47,47,34.94,32945.59
SO0000239,CUST0003,PRD0013,WH04,SM3,20240908,20240909,20240918,20240917,123,123,234.99,27544.62
SO0000240,CUST0126,PRD0028,WH01,SM4,20250816,20250818,20250901,20250831,242,242,224.29,78052.26
SO0000241,CUST0110,PRD0033,WH01,SM4,20240622,20240625,20240709,20240706,72,72,75.76,31402.08
SO0000242,CUST0127,PRD0019,WH04,SM4,20240604,20240605,20240619,20240617,146,146,159.66,80197.8
SO0000243,CUST0054,PRD0003,WH03,SM3,20250821,20250824,20250902,20250910,39,39,72.56,15888.21
SO0000244,CUST0126,PRD0004,WH01,SM2,20251020,20251022,20251123,20251122,147,136,107.66,4332.96
SO0000245,CUST0087,PRD0058,WH03,SM4,20250515,20250518,20250601,20250531,75,75,76.93,35395.5
SO0000246,CUST0023,PRD0063,WH04,SM1,20240517,20240518,20240523,20240521,106,106,497.93,27550.46
SO0000247,CUST0108,PRD0049,WH05,SM1,20240310,20240312,20240317,20240314,22,22,111.18,9266.62
SO0000248,CUST0090,PRD0033,WH06,SM1,20250809,20250811,20250816,20250813,37,30,131.11,13084.2
SO0000249,CUST0168,PRD0078,WH01,SM4,20241012,20241015,20241029,20241028,255,255,261.95,106046.85
