SNAPSHOT_DATE_KEY,PRODUCT_KEY,WAREHOUSE_KEY,ON_HAND_QTY,REORDER_POINT,SAFETY_STOCK
20240115,PRD0002,WH04,187,216,136
20240122,PRD0002,WH04,175,216,136
20240129,PRD0002,WH04,181,216,136
20240205,PRD0002,WH04,204,216,136
20240212,PRD0002,WH04,187,216,136
20240219,PRD0002,WH04,174,216,136
20240226,PRD0002,WH04,194,216,136
20240304,PRD0002,WH04,196,216,136
20240311,PRD0002,WH04,181,216,136
20240318,PRD0002,WH04,168,216,136
20240325,PRD0002,WH04,160,216,136
20240401,PRD0002,WH04,167,216,136
20240408,PRD0002,WH04,154,216,136
20240415,PRD0002,WH04,143,216,136
20240422,PRD0002,WH04,149,216,136
20240429,PRD0002,WH04,169,216,136
20240506,PRD0002,WH04,158,216,136
20240513,PRD0002,WH04,136,216,136
20240520,PRD0002,WH04,123,216,136
20240527,PRD0002,WH04,97,216,136
20240603,PRD0002,WH04,98,216,136
20240610,PRD0002,WH04,118,216,136
20240617,PRD0002,WH04,132,216,136
20240624,PRD0002,WH04,137,216,136
20240701,PRD0002,WH04,125,216,136
20240708,PRD0002,WH04,131,216,136
20240715,PRD0002,WH04,149,216,136
20240722,PRD0002,WH04,158,216,136
20240729,PRD0002,WH04,156,216,136
20240805,PRD0002,WH04,144,216,136
20240812,PRD0002,WH04,172,216,136
20240819,PRD0002,WH04,161,216,136
20240826,PRD0002,WH04,159,216,136
20240902,PRD0002,WH04,169,216,136
20240909,PRD0002,WH04,158,216,136
20240916,PRD0002,WH04,160,216,136
20240923,PRD0002,WH04,162,216,136
20240930,PRD0002,WH04,172,216,136
20241007,PRD0002,WH04,200,216,136
20241014,PRD0002,WH04,187,216,136
20241021,PRD0002,WH04,187,216,136
20241028,PRD0002,WH04,189,216,136
20241104,PRD0002,WH04,166,216,136
20241111,PRD0002,WH04,119,216,136
20241118,PRD0002,WH04,53,216,136
20241125,PRD0002,WH04,0,216,136
20241202,PRD0002,WH04,0,216,136
20241209,PRD0002,WH04,0,216,136
20241216,PRD0002,WH04,0,216,136
20241223,PRD0002,WH04,0,216,136
20241230,PRD0002,WH04,0,216,136
20250106,PRD0002,WH04,8,216,136
20250113,PRD0002,WH04,0,216,136
20250120,PRD0002,WH04,0,216,136
20250127,PRD0002,WH04,34,216,136
20250203,PRD0002,WH04,27,216,136
20250210,PRD0002,WH04,47,216,136
20250217,PRD0002,WH04,49,216,136
20250224,PRD0002,WH04,54,216,136
20250303,PRD0002,WH04,44,216,136
20250310,PRD0002,WH04,35,216,136
20250317,PRD0002,WH04,33,216,136
20250324,PRD0002,WH04,23,216,136
20250331,PRD0002,WH04,7,216,136
20250407,PRD0002,WH04,26,216,136
20250414,PRD0002,WH04,20,216,136
20250421,PRD0002,WH04,13,216,136
20250428,PRD0002,WH04,9,216,136
20250505,PRD0002,WH04,27,216,136
20250512,PRD0002,WH04,32,216,136
20250519,PRD0002,WH04,31,216,136
20250526,PRD0002,WH04,14,216,136
20250602,PRD0002,WH04,0,216,136
20250609,PRD0002,WH04,0,216,136
20250616,PRD0002,WH04,0,216,136
20250623,PRD0002,WH04,18,216,136
20250630,PRD0002,WH04,59,216,136
20250707,PRD0002,WH04,63,216,136
20250714,PRD0002,WH04,53,216,136
20250721,PRD0002,WH04,55,216,136
20250728,PRD0002,WH04,86,216,136
20250804,PRD0002,WH04,70,216,136
20250811,PRD0002,WH04,82,216,136
20250818,PRD0002,WH04,74,216,136
20250825,PRD0002,WH04,64,216,136
20250901,PRD0002,WH04,62,216,136
20250908,PRD0002,WH04,55,216,136
20250915,PRD0002,WH04,11,216,136
20250922,PRD0002,WH04,29,216,136
20250929,PRD0002,WH04,43,216,136
20251006,PRD0002,WH04,58,216,136
20251013,PRD0002,WH04,59,216,136
20251020,PRD0002,WH04,62,216,136
20251027,PRD0002,WH04,54,216,136
20251103,PRD0002,WH04,12,216,136
20251110,PRD0002,WH04,0,216,136
20251117,PRD0002,WH04,0,216,136
20251124,PRD0002,WH04,0,216,136
20251201,PRD0002,WH04,0,216,136
20251208,PRD0002,WH04,0,216,136
20251215,PRD0002,WH04,0,216,136
20251222,PRD0002,WH04,0,216,136
20251229,PRD0002,WH04,0,216,136
20240101,PRD0002,WH02,493,360,225
20240108,PRD0002,WH02,388,360,225
20240115,PRD0002,WH02,259,360,225
20240122,PRD0002,WH02,249,360,225
20240129,PRD0002,WH02,264,360,225
20240205,PRD0002,WH02,276,360,225
20240212,PRD0002,WH02,279,360,225
20240219,PRD0002,WH02,290,360,225
20240226,PRD0002,WH02,294,360,225
20240304,PRD0002,WH02,296,360,225
20240311,PRD0002,WH02,294,360,225
20240318,PRD0002,WH02,281,360,225
20240325,PRD0002,WH02,304,360,225
20240401,PRD0002,WH02,310,360,225
20240408,PRD0002,WH02,313,360,225
20240415,PRD0002,WH02,321,360,225
20240422,PRD0002,WH02,329,360,225
20240429,PRD0002,WH02,345,360,225
20240506,PRD0002,WH02,359,360,225
20240513,PRD0002,WH02,355,360,225
20240520,PRD0002,WH02,358,360,225
20240527,PRD0002,WH02,377,360,225
20240603,PRD0002,WH02,264,360,225
20240610,PRD0002,WH02,285,360,225
20240617,PRD0002,WH02,286,360,225
20240624,PRD0002,WH02,292,360,225
20240701,PRD0002,WH02,278,360,225
20240708,PRD0002,WH02,282,360,225
20240715,PRD0002,WH02,291,360,225
20240722,PRD0002,WH02,294,360,225
20240729,PRD0002,WH02,301,360,225
20240805,PRD0002,WH02,291,360,225
20240812,PRD0002,WH02,302,360,225
20240819,PRD0002,WH02,311,360,225
20240826,PRD0002,WH02,302,360,225
20240902,PRD0002,WH02,316,360,225
20240909,PRD0002,WH02,294,360,225
20240916,PRD0002,WH02,277,360,225
20240923,PRD0002,WH02,276,360,225
20240930,PRD0002,WH02,284,360,225
20241007,PRD0002,WH02,268,360,225
20241014,PRD0002,WH02,253,360,225
20241021,PRD0002,WH02,257,360,225
20241028,PRD0002,WH02,266,360,225
20241104,PRD0002,WH02,201,360,225
20241111,PRD0002,WH02,160,360,225
20241118,PRD0002,WH02,123,360,225
20241125,PRD0002,WH02,68,360,225
20241202,PRD0002,WH02,1,360,225
20241209,PRD0002,WH02,0,360,225
20241216,PRD0002,WH02,0,360,225
20241223,PRD0002,WH02,0,360,225
20241230,PRD0002,WH02,0,360,225
20250106,PRD0002,WH02,2,360,225
20250113,PRD0002,WH02,5,360,225
20250120,PRD0002,WH02,2,360,225
20250127,PRD0002,WH02,8,360,225
20250203,PRD0002,WH02,19,360,225
20250210,PRD0002,WH02,7,360,225
20250217,PRD0002,WH02,1,360,225
20250224,PRD0002,WH02,12,360,225
20250303,PRD0002,WH02,13,360,225
20250310,PRD0002,WH02,20,360,225
20250317,PRD0002,WH02,43,360,225
20250324,PRD0002,WH02,26,360,225
20250331,PRD0002,WH02,31,360,225
20250407,PRD0002,WH02,33,360,225
20250414,PRD0002,WH02,34,360,225
20250421,PRD0002,WH02,26,360,225
20250428,PRD0002,WH02,25,360,225
20250505,PRD0002,WH02,22,360,225
20250512,PRD0002,WH02,26,360,225
20250519,PRD0002,WH02,27,360,225
20250526,PRD0002,WH02,8,360,225
20250602,PRD0002,WH02,0,360,225
20250609,PRD0002,WH02,0,360,225
20250616,PRD0002,WH02,0,360,225
20250623,PRD0002,WH02,0,360,225
20250630,PRD0002,WH02,11,360,225
20250707,PRD0002,WH02,4,360,225
20250714,PRD0002,WH02,0,360,225
20250721,PRD0002,WH02,1,360,225
20250728,PRD0002,WH02,0,360,225
20250804,PRD0002,WH02,31,360,225
20250811,PRD0002,WH02,14,360,225
20250818,PRD0002,WH02,8,360,225
20250825,PRD0002,WH02,26,360,225
20250901,PRD0002,WH02,27,360,225
20250908,PRD0002,WH02,4,360,225
20250915,PRD0002,WH02,0,360,225
20250922,PRD0002,WH02,16,360,225
20250929,PRD0002,WH02,6,360,225
20251006,PRD0002,WH02,1,360,225
20251013,PRD0002,WH02,6,360,225
20251020,PRD0002,WH02,11,360,225
20251027,PRD0002,WH02,30,360,225
20251103,PRD0002,WH02,0,360,225
20251110,PRD0002,WH02,0,360,225
20251117,PRD0002,WH02,0,360,225
20251124,PRD0002,WH02,0,360,225
20251201,PRD0002,WH02,0,360,225
20251208,PRD0002,WH02,0,360,225
20251215,PRD0002,WH02,0,360,225
20251222,PRD0002,WH02,0,360,225
20251229,PRD0002,WH02,0,360,225
20240101,PRD0003,WH05,157,109,72
20240108,PRD0003,WH05,99,109,72
20240115,PRD0003,WH05,110,109,72
20240122,PRD0003,WH05,63,109,72
20240129,PRD0003,WH05,73,109,72
20240205,PRD0003,WH05,69,109,72
20240212,PRD0003,WH05,81,109,72
20240219,PRD0003,WH05,76,109,72
20240226,PRD0003,WH05,59,109,72
20240304,PRD0003,WH05,62,109,72
20240311,PRD0003,WH05,70,109,72
20240318,PRD0003,WH05,59,109,72
20240325,PRD0003,WH05,63,109,72
20240401,PRD0003,WH05,49,109,72
20240408,PRD0003,WH05,44,109,72
20240415,PRD0003,WH05,47,109,72
20240422,PRD0003,WH05,55,109,72
20240429,PRD0003,WH05,60,109,72
20240506,PRD0003,WH05,68,109,72
20240513,PRD0003,WH05,68,109,72
20240520,PRD0003,WH05,56,109,72
20240527,PRD0003,WH05,54,109,72
20240603,PRD0003,WH05,52,109,72
20240610,PRD0003,WH05,55,109,72
20240617,PRD0003,WH05,51,109,72
20240624,PRD0003,WH05,53,109,72
20240701,PRD0003,WH05,38,109,72
20240708,PRD0003,WH05,29,109,72
20240715,PRD0003,WH05,17,109,72
20240722,PRD0003,WH05,40,109,72
20240729,PRD0003,WH05,34,109,72
20240805,PRD0003,WH05,45,109,72
20240812,PRD0003,WH05,34,109,72
20240819,PRD0003,WH05,31,109,72
20240826,PRD0003,WH05,50,109,72
20240902,PRD0003,WH05,48,109,72
20240909,PRD0003,WH05,49,109,72
20240916,PRD0003,WH05,43,109,72
20240923,PRD0003,WH05,32,109,72
20240930,PRD0003,WH05,29,109,72
20241007,PRD0003,WH05,46,109,72
20241014,PRD0003,WH05,43,109,72
20241021,PRD0003,WH05,30,109,72
20241028,PRD0003,WH05,24,109,72
20241104,PRD0003,WH05,6,109,72
20241111,PRD0003,WH05,0,109,72
20241118,PRD0003,WH05,0,109,72
20241125,PRD0003,WH05,0,109,72
20241202,PRD0003,WH05,0,109,72
20241209,PRD0003,WH05,0,109,72
20241216,PRD0003,WH05,0,109,72
20241223,PRD0003,WH05,0,109,72
20241230,PRD0003,WH05,0,109,72
20250106,PRD0003,WH05,0,109,72
20250113,PRD0003,WH05,19,109,72
20250120,PRD0003,WH05,17,109,72
20250127,PRD0003,WH05,36,109,72
20250203,PRD0003,WH05,41,109,72
20250210,PRD0003,WH05,45,109,72
20250217,PRD0003,WH05,61,109,72
20250224,PRD0003,WH05,66,109,72
20250303,PRD0003,WH05,39,109,72
20250310,PRD0003,WH05,41,109,72
20250317,PRD0003,WH05,30,109,72
20250324,PRD0003,WH05,34,109,72
20250331,PRD0003,WH05,30,109,72
20250407,PRD0003,WH05,21,109,72
20250414,PRD0003,WH05,27,109,72
20250421,PRD0003,WH05,45,109,72
20250428,PRD0003,WH05,49,109,72
20250505,PRD0003,WH05,49,109,72
20250512,PRD0003,WH05,65,109,72
20250519,PRD0003,WH05,66,109,72
20250526,PRD0003,WH05,60,109,72
20250602,PRD0003,WH05,65,109,72
20250609,PRD0003,WH05,78,109,72
20250616,PRD0003,WH05,79,109,72
20250623,PRD0003,WH05,70,109,72
20250630,PRD0003,WH05,84,109,72
20250707,PRD0003,WH05,92,109,72
20250714,PRD0003,WH05,88,109,72
20250721,PRD0003,WH05,97,109,72
20250728,PRD0003,WH05,113,109,72
20250804,PRD0003,WH05,58,109,72
20250811,PRD0003,WH05,59,109,72
20250818,PRD0003,WH05,66,109,72
20250825,PRD0003,WH05,62,109,72
20250901,PRD0003,WH05,60,109,72
20250908,PRD0003,WH05,45,109,72
20250915,PRD0003,WH05,29,109,72
20250922,PRD0003,WH05,29,109,72
20250929,PRD0003,WH05,27,109,72
20251006,PRD0003,WH05,7,109,72
20251013,PRD0003,WH05,18,109,72
20251020,PRD0003,WH05,24,109,72
20251027,PRD0003,WH05,38,109,72
20251103,PRD0003,WH05,17,109,72
20251110,PRD0003,WH05,3,109,72
20251117,PRD0003,WH05,0,109,72
20251124,PRD0003,WH05,0,109,72
20251201,PRD0003,WH05,0,109,72
20251208,PRD0003,WH05,0,109,72
20251215,PRD0003,WH05,0,109,72
20251222,PRD0003,WH05,0,109,72
20251229,PRD0003,WH05,0,109,72
20240101,PRD0003,WH03,204,141,85
20240108,PRD0003,WH03,155,141,85
20240115,PRD0003,WH03,86,141,85
20240122,PRD0003,WH03,84,141,85
20240129,PRD0003,WH03,109,141,85
20240205,PRD0003,WH03,99,141,85
20240212,PRD0003,WH03,84,141,85
20240219,PRD0003,WH03,92,141,85
20240226,PRD0003,WH03,116,141,85
20240304,PRD0003,WH03,95,141,85
20240311,PRD0003,WH03,118,141,85
20240318,PRD0003,WH03,102,141,85
20240325,PRD0003,WH03,97,141,85
20240401,PRD0003,WH03,109,141,85
20240408,PRD0003,WH03,104,141,85
20240415,PRD0003,WH03,92,141,85
20240422,PRD0003,WH03,69,141,85
20240429,PRD0003,WH03,72,141,85
20240506,PRD0003,WH03,66,141,85
20240513,PRD0003,WH03,56,141,85
20240520,PRD0003,WH03,55,141,85
20240527,PRD0003,WH03,55,141,85
20240603,PRD0003,WH03,54,141,85
20240610,PRD0003,WH03,51,141,85
20240617,PRD0003,WH03,58,141,85
20240624,PRD0003,WH03,71,141,85
20240701,PRD0003,WH03,85,141,85
20240708,PRD0003,WH03,84,141,85
20240715,PRD0003,WH03,63,141,85
20240722,PRD0003,WH03,61,141,85
20240729,PRD0003,WH03,68,141,85
20240805,PRD0003,WH03,78,141,85
20240812,PRD0003,WH03,89,141,85
20240819,PRD0003,WH03,78,141,85
20240826,PRD0003,WH03,85,141,85
20240902,PRD0003,WH03,83,141,85
20240909,PRD0003,WH03,83,141,85
20240916,PRD0003,WH03,86,141,85
20240923,PRD0003,WH03,83,141,85
20240930,PRD0003,WH03,93,141,85
20241007,PRD0003,WH03,104,141,85
20241014,PRD0003,WH03,97,141,85
20241021,PRD0003,WH03,91,141,85
20241028,PRD0003,WH03,92,141,85
20241104,PRD0003,WH03,53,141,85
20241111,PRD0003,WH03,3,141,85
20241118,PRD0003,WH03,0,141,85
20241125,PRD0003,WH03,0,141,85
20241202,PRD0003,WH03,0,141,85
20241209,PRD0003,WH03,0,141,85
20241216,PRD0003,WH03,0,141,85
20241223,PRD0003,WH03,0,141,85
20241230,PRD0003,WH03,0,141,85
20250106,PRD0003,WH03,0,141,85
20250113,PRD0003,WH03,0,141,85
20250120,PRD0003,WH03,0,141,85
20250127,PRD0003,WH03,15,141,85
20250203,PRD0003,WH03,12,141,85
20250210,PRD0003,WH03,0,141,85
20250217,PRD0003,WH03,18,141,85
20250224,PRD0003,WH03,38,141,85
20250303,PRD0003,WH03,46,141,85
